ID,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
100339,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",Pa Pa Pa,38,199506,FALSE,0.826,0.73,7,-8.538,1,0.173,0.224,0.000689,0.0841,0.972,78.239,4,ska
24479,Richie Hawtin;Plastikman,From My Mind to Yours,Akrobatix,8,514575,FALSE,0.805,0.719,6,-12.234,0,0.0802,0.000435,0.961,0.12,0.0345,124.001,4,detroit-techno
52155,Shaver;Billy Joe Shaver,Victory,Live Forever,18,232066,FALSE,0.655,0.294,7,-12.93,1,0.0279,0.786,0.000382,0.114,0.622,99.376,4,honky-tonk
26939,Pia Allgaier;Friedel Morgenstern,Die bunte Seite des Monds (Musik zum Netflix Film),Lass neue Liebe zu,18,216200,FALSE,0.306,0.148,2,-14.233,1,0.0379,0.901,6.35E-06,0.09,0.151,75.52,4,disney
15198,GSoul,Hate Everything,Hate Everything,63,205773,FALSE,0.474,0.229,10,-9.47,1,0.0329,0.858,0,0.11,0.289,118.827,4,chill
78226,voXXclub;Hardy & Mark,Karneval Klassiker,Rock mi - Remix,0,163026,FALSE,0.6,0.931,3,-4.607,1,0.106,0.111,0,0.0863,0.847,168.04,4,party
34483,ANAVITÓRIA,COR,Carvoeiro,49,264080,FALSE,0.71,0.447,0,-9.281,1,0.0306,0.0987,9.36E-05,0.105,0.543,125.947,4,folk
60569,WEDNESDAY CAMPANELLA,Maneki Neko / Edison,Edison,30,193510,FALSE,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4,j-dance
36001,M83,"Hurry up, We're Dreaming",Midnight City,76,243960,FALSE,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.40E-06,0.0658,0.272,105.013,4,french
107283,Spandau Ballet,40 Years - The Greatest Hits,Only When You Leave,34,308760,FALSE,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64E-06,0.0539,0.701,137.271,4,synth-pop
100464,Tipe-X,Seven,Gak Terang Terang,36,191480,FALSE,0.659,0.97,9,-2.894,1,0.0834,0.017,0.0417,0.0883,0.672,109.963,4,ska
98400,Laura Benanti;Stephen Lynch,The Wedding Singer (Original Broadway Cast Recording),Come Out of the Dumpster,26,183493,FALSE,0.46,0.308,2,-8.081,1,0.0415,0.731,0,0.0807,0.331,144.656,4,show-tunes
80920,Shreya Ghoshal;Osman Mir;Souumil Shringarpure;Siddharth Mahadevan,"Boom Padi (From ""Maja Ma"")","Boom Padi (From ""Maja Ma"")",57,245674,FALSE,0.627,0.857,1,-4.55,0,0.104,0.0767,0,0.324,0.89,134.929,4,pop-film
104188,Depresión Sonora,Depresión Sonora,Mira Mis Ojos,34,176129,FALSE,0.695,0.778,7,-4.651,0,0.0374,0.461,0.894,0.124,0.96,123.971,4,spanish
97059,Juan Marcus & Vinícius;Zé Neto & Cristiano,Pra Todo Mundo Ver (Ao Vivo / Vol.3),Poema Bobo - Ao Vivo,54,174922,FALSE,0.623,0.484,0,-7.115,1,0.0566,0.713,0,0.582,0.446,139.251,4,sertanejo
20778,Jason Derulo;Kodak Black,For the Girls: Summer Hits,Slidin',0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
64003,Michael Bublé,Michael Bublé,Sway,74,188066,FALSE,0.713,0.639,2,-5.529,0,0.0313,0.753,0,0.0878,0.737,125.959,4,jazz
111285,Roots Manuva,Run Come Save Me,Dub Styles,23,160920,TRUE,0.797,0.851,7,-4.089,1,0.273,0.0155,0.000866,0.15,0.759,94.048,4,trip-hop
5337,KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,The Warriors,46,246413,FALSE,0.513,0.753,0,-9.129,1,0.0384,0.0227,0.876,0.103,0.247,150.004,3,anime
74556,Luedji Luna,Bom Mesmo É Estar Debaixo D'Água,Goteira,40,319506,FALSE,0.655,0.664,11,-10.92,0,0.0403,0.0506,0.435,0.104,0.739,99.725,3,mpb
32710,Alison Wonderland;Valentino Khan,Anything,Anything,59,226000,FALSE,0.768,0.908,5,-5.014,0,0.0486,0.184,0.546,0.0583,0.423,120.042,4,electronic
36779,ISHA,Labrador bleu,La réincarnation de Biggie,35,192130,TRUE,0.706,0.506,2,-7.861,1,0.322,0.199,0,0.142,0.306,124.644,4,french
103972,Black Pumas,Black Pumas,Colors,67,246586,FALSE,0.391,0.692,1,-6.543,0,0.0462,0.0946,1.58E-05,0.191,0.56,180.008,4,soul
7450,Yonder Mountain String Band,Love. Ain't Love,Fall Outta Line,24,126266,FALSE,0.625,0.446,11,-11.272,0,0.0276,0.719,0.918,0.112,0.656,103.92,4,bluegrass
19729,Tyler Braden,Burn Burn Burn - Hot Country Hits,Try Losing One,0,219640,FALSE,0.455,0.4,2,-7.749,1,0.0293,0.546,0,0.0971,0.103,139.828,4,country
83220,Dimitri Vegas & Like Mike;Vini Vici;Dimitri Vegas,Get in Trouble (So What),Get in Trouble (So What),62,161739,FALSE,0.558,0.99,1,-3.877,1,0.128,0.000206,0.376,0.0797,0.0738,138.074,4,progressive-house
51315,Sunanda Sharma;Tanishk Bagchi,"Mummy Nu Pasand (From ""Jai Mummy Di"")","Mummy Nu Pasand (From ""Jai Mummy Di"")",63,184609,FALSE,0.776,0.969,8,-0.079,0,0.105,0.0149,0.000153,0.352,0.802,94.018,4,hip-hop
50183,Almafuerte,Toro y Pampa (Remasterizado 2021),Debes Saberlo,30,206608,FALSE,0.18,0.956,0,-4.597,1,0.0737,0.000204,2.27E-06,0.0834,0.614,160.476,4,heavy-metal
62112,Yoshiki;HYDE,Red Swan,Red Swan,63,263720,FALSE,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25E-06,0.331,0.154,131.744,4,j-pop
27865,Whiney;GLXY,Don't Wait For Me (GLXY Remix),Don't Wait For Me - GLXY Remix,16,320200,FALSE,0.427,0.851,8,-3.835,0,0.039,0.0202,0.877,0.122,0.0974,174.03,4,drum-and-bass
91759,James Blunt,Back to Bedlam,You're Beautiful,76,209493,TRUE,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,4,rock
55672,Ritviz;Karan Kanchan,Mimmi,Jaana,47,185149,FALSE,0.668,0.682,9,-7.999,1,0.0419,0.00143,0.00469,0.467,0.565,139.998,4,indian
108678,Adriana Varela,Encaje,En un Feca,17,130586,FALSE,0.688,0.376,2,-12.8,0,0.0749,0.903,0,0.104,0.586,112.709,4,tango
24072,Plastikman;Joris Voorn,Global Underground #43: Joris Voorn - Rotterdam (DJ Mix),Disconnect - (Joris Voorn Edit) [Mixed],14,45360,FALSE,0.785,0.399,1,-14.088,1,0.0454,0.328,0.888,0.124,0.332,126.984,4,detroit-techno
51022,Akhil,Khaab,Khaab,72,201689,FALSE,0.662,0.661,0,-5.689,1,0.0514,0.417,0,0.0784,0.222,80.009,4,hip-hop
16478,Yiruma,Yiruma 3rd Album 'From The Yellow Room' (The Original & the Very First Recording),Kiss The Rain,61,260653,FALSE,0.56,0.0519,8,-22.616,1,0.0423,0.99,0.905,0.117,0.182,132.691,4,classical
96939,Akatu;Grupo Revelação,Encontro de Gerações,Mulher Traída,36,133584,FALSE,0.698,0.695,7,-7.319,0,0.0943,0.513,0,0.514,0.888,101.961,4,samba
48551,Nas,God's Son,I Can,59,253720,FALSE,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,4,hardcore
89195,KAROL G,Perreo Tenebroso Vol. 5,Go Karo,0,149866,FALSE,0.746,0.727,9,-3.342,1,0.0639,0.0469,1.00E-06,0.0793,0.827,93.032,4,reggaeton
39359,Ramin Djawadi,Game Of Thrones: Season 8 (Music from the HBO Series),A Song of Ice and Fire,57,131888,FALSE,0.363,0.665,8,-11.735,1,0.0375,0.54,0.968,0.0895,0.566,153.977,3,german
91932,Chicago,Holly Jolly Christmas,(Because) It's Christmastime,0,200026,FALSE,0.711,0.742,11,-5.434,0,0.0294,0.172,0.000838,0.0502,0.73,100.053,4,rock
112277,Gece,Gece,Yarım,41,197986,FALSE,0.53,0.845,11,-4.767,0,0.0384,0.017,0,0.265,0.308,138.057,3,turkish
88928,Dj Joe,Fatal Fantassy 3,El Phillie,44,173113,FALSE,0.841,0.728,11,-5.789,1,0.0463,0.156,8.34E-05,0.113,0.703,100.002,4,reggae
8573,Z.Z. Hill,Down Home,Cheating In The Next Room,35,216373,FALSE,0.682,0.347,10,-16.572,1,0.0628,0.145,5.26E-06,0.0686,0.694,82.115,4,blues
110870,Tropical Bleyage,Constant Present,Mala - Original Mix,36,443584,FALSE,0.587,0.818,10,-6.53,0,0.046,0.00677,0.885,0.87,0.234,144.999,4,trance
54025,Rei Harakami,わすれもの,きえたこい,20,328666,FALSE,0.735,0.902,5,-12.488,1,0.0436,0.011,0.852,0.0767,0.713,132.993,4,idm
61162,Seiko Matsuda,風立ちぬ,雨のリゾート,27,260040,FALSE,0.656,0.791,5,-5.592,1,0.0273,0.0918,2.96E-06,0.0983,0.784,132.109,4,j-idol
662,Rosi Golan,The Drifter and the Gypsy,Hazy (Featuring William Fitzsimmons),43,235960,FALSE,0.515,0.0686,0,-17.61,1,0.0401,0.936,0.000129,0.117,0.33,113.185,5,acoustic
24509,Robert Hood,Protein Valve (Re-Plant / Edits),Protein Valve - Edit 1,8,313318,FALSE,0.763,0.88,1,-8.743,1,0.0478,0.0241,0.931,0.2,0.0531,131.076,4,detroit-techno
16178,Pyotr Ilyich Tchaikovsky;Una Bourne,"Mozart, Liszt & Others: Piano Works","The Seasons, Op. 37a, TH 135 (Excerpts): No. 11, November ""On the Troika""",0,167920,FALSE,0.344,0.18,4,-22.637,1,0.0396,0.993,0.931,0.279,0.527,140.086,4,classical
60029,Fetty Wap;Remy Boyz,Rap Party,679,0,196693,TRUE,0.618,0.717,7,-5.737,1,0.318,0.00256,0,0.625,0.603,190.046,4,j-dance
8631,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",End Of The Line,73,209520,FALSE,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36E-06,0.0583,0.932,167.026,4,blues
65033,Yuvan Shankar Raja;Sid Sriram,"High On Love (From ""Pyaar Prema Kaadhal"" Original Motion Picture Soundtrack)",High On Love,65,240169,FALSE,0.627,0.779,4,-4.944,0,0.0392,0.214,9.34E-06,0.112,0.619,149.929,4,k-pop
53205,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,214459,TRUE,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11E-05,0.077,0.757,99.988,4,house
113792,Lucas Cervetti,Frecuencias Álmicas en 432hz,"Frecuencia Álmica, Pt. 1",23,421000,FALSE,0.196,0.126,2,-15.217,1,0.0306,0.976,0.905,0.0639,0.0796,99.783,1,world-music
46685,Paul Elstak;Beatstream;DJ Radiate;Never Surrender,Offensive Remix Pack,Angels Deserve To Die - Never Surrender Remix,18,205397,TRUE,0.414,0.989,0,-3.217,1,0.42,0.015,0.000107,0.333,0.2,174.835,4,happy
98231,'Falsettos' 2016 Broadway Company,Falsettos (2016 Broadway Cast Recording),Jason's Bar Mitzvah,30,308133,FALSE,0.384,0.309,4,-8.716,1,0.0401,0.817,0,0.108,0.323,81.587,4,show-tunes
102738,Nico;uChill,Slowed + Reverbed 2022,These Days - Slowed + Reverb,0,263316,FALSE,0.255,0.131,5,-18.6,1,0.0338,0.973,0.124,0.116,0.107,74.655,4,songwriter
52336,George Jones;Melba Montgomery,More Starday & Musicor Originals,We Must Have Been Out Of Our Minds,14,156573,FALSE,0.477,0.15,5,-14.3,1,0.029,0.826,0,0.138,0.458,90.939,3,honky-tonk
61820,Seiko Oomori,超天獄,前説ADvance,21,252853,FALSE,0.56,0.948,1,-4.179,1,0.0463,0.00623,0,0.0672,0.553,98.98,4,j-idol
81516,Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"")","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",67,182738,FALSE,0.788,0.87,9,-5.217,1,0.177,0.123,1.43E-05,0.0692,0.884,109.974,4,pop
99872,Sophie Pecora,I'm Fine,I'm Fine,41,171991,FALSE,0.792,0.588,11,-6.58,1,0.131,0.348,0,0.207,0.775,90.096,4,singer-songwriter
8659,The Flamingos,Flamingo Serenade,I Only Have Eyes for You,65,202773,FALSE,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,3,blues
58424,Celldweller,Satellites,My Disintegration,32,380885,FALSE,0.327,0.865,8,-4.885,1,0.0728,0.000207,0.00239,0.109,0.478,92.011,4,industrial
56904,JVKE,this is what ____ feels like (Vol. 1-4),this is what sadness feels like,62,191830,FALSE,0.483,0.321,10,-10.401,0,0.0719,0.82,0.000107,0.128,0.148,141.28,3,indie-pop
44489,Nirvana,MTV Unplugged In New York,Something In The Way,57,241533,FALSE,0.547,0.335,1,-13.304,1,0.0501,0.656,0.000161,0.115,0.109,106.099,4,grunge
19414,Faith Hill,Country Car Hits,This Kiss,0,194866,FALSE,0.47,0.779,11,-6.624,1,0.0424,0.161,0,0.142,0.749,186.784,4,country
6973,Doomsday,Leyendas,Día De Muertos,16,228217,FALSE,0.413,0.942,2,-5.139,0,0.0569,0.000985,0.00228,0.381,0.501,149.832,4,black-metal
106472,Benjamin Ingrosso,Dance For Me (BRYXON Edit),Dance For Me,34,185447,FALSE,0.641,0.621,7,-8.463,1,0.036,0.0014,0.000135,0.116,0.711,129.058,4,swedish
17577,GAZZI,Puro Mareo (Vol. 2),Qué Tengo Que Hacer,17,280615,FALSE,0.86,0.779,7,-5.342,1,0.0393,0.000645,0.136,0.0653,0.475,130.005,4,club
100711,Los Victorios,2,Palabras,33,196226,FALSE,0.812,0.588,6,-6.03,1,0.0322,0.269,3.27E-06,0.163,0.834,126.018,4,ska
69446,Sujatha,Varushemellamvasantham (Original Motion Picture Soundtrack),Engey Andha Vennila - Female Vocals,28,304200,FALSE,0.791,0.639,7,-7.859,1,0.0338,0.178,0.000336,0.215,0.911,119.933,4,malay
37554,Dr. Dre;Snoop Dogg;Akon,Kush,Kush - Main,65,235120,TRUE,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72E-05,0.105,0.375,94.968,4,funk
23130,Robin Schulz;Mougleta,Rockstar Baby (feat. Mougleta),Rockstar Baby (feat. Mougleta),64,174858,FALSE,0.689,0.914,6,-5.169,1,0.0457,0.0278,0.00593,0.101,0.63,123.029,4,deep-house
55236,Anirudh Sharma,Kaise Kahu,Kaise Kahu,57,373170,FALSE,0.641,0.578,10,-8.204,1,0.0352,0.571,0,0.114,0.458,123.01,4,indian
19098,Cody Johnson,Single Saturday Night - Country Songs,'Til You Can't,0,224213,FALSE,0.501,0.815,1,-4.865,1,0.0436,0.0513,0,0.106,0.46,160.087,4,country
112964,Ati242,GHETTO STAR,Düşledim,38,194838,TRUE,0.705,0.412,0,-12.453,0,0.0794,0.536,0,0.205,0.345,90.001,4,turkish
19503,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),Knockin' On Heaven's Door,73,149880,FALSE,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,country
67451,Bad Bunny;Drake,MIA (feat. Drake),MIA (feat. Drake),79,210367,FALSE,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,latin
95714,Gilberto Santa Rosa,Expresion,No La He Vuelto A Ver,28,259693,FALSE,0.696,0.783,10,-8.277,1,0.0332,0.202,0,0.0746,0.769,166.77,4,salsa
11150,Edward Elgar;Royal Philharmonic Orchestra;Carl Davis,Celebrating Lord Nelson,"Military Marches, Op. 39 ""Pomp and Circumstance"": No. IV in G Major - 2013 Remaster",0,303020,FALSE,0.332,0.491,0,-11.546,1,0.0437,0.899,0.938,0.25,0.41,109.06,4,british
67702,Nelly Furtado;Timbaland,Loose,Promiscuous,82,242293,FALSE,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,4,latin
5064,LiSA,紅蓮華,紅蓮華 -TV ver.-,60,89946,FALSE,0.559,0.973,4,-3.386,0,0.088,0.0573,0,0.558,0.632,135.012,4,anime
66833,Boston Soundlabs,Just Dance Kids (Original Game Soundtrack),Macarena,9,131568,FALSE,0.679,0.733,1,-7.432,1,0.0446,0.378,0,0.486,0.964,103.946,4,kids
5246,Kato,Sleep Anime Lofi Beats,Loneliness (Naruto),58,56823,FALSE,0.619,0.0834,2,-23.629,0,0.0393,0.612,0.898,0.126,0.2,100.008,4,anime
39755,NyoMii;LOC 079,Criminal,Criminal,60,182572,TRUE,0.715,0.605,10,-6.699,0,0.479,0.219,0,0.077,0.669,77.546,4,german
103759,Peggy Lee,Christmas Classics,The Christmas Waltz,1,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,soul
39558,Zwette;Tom Rosenthal,Go Solo (feat. Tom Rosenthal),Go Solo (feat. Tom Rosenthal),64,192893,FALSE,0.783,0.557,1,-8.599,1,0.0275,0.641,0.0506,0.116,0.368,108.012,4,german
111421,Thievery Corporation;Notch,The Cosmic Game,Amerimacka,49,341506,FALSE,0.699,0.678,11,-9.211,0,0.0413,0.251,0.701,0.516,0.362,76.835,4,trip-hop
15568,Johnny Stimson,Butterflies,Butterflies,48,161095,FALSE,0.7,0.382,0,-9.896,1,0.178,0.317,0,0.11,0.759,145.965,4,chill
64959,Kenny G,Duotones,Songbird,51,303506,FALSE,0.453,0.292,7,-16.777,1,0.0342,0.041,0.814,0.0977,0.125,135.387,4,jazz
90499,Los Solitarios,Antología. . . Los Solitarios,Tumba de amor,32,144000,FALSE,0.58,0.521,2,-8.774,1,0.0373,0.158,7.57E-06,0.334,0.83,112.27,4,rock-n-roll
48955,Basement,Colourmeinkindness,Covet,65,227340,FALSE,0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,4,hardcore
104651,Abraham Mateo;50 Cent;Austin Mahone,Háblame Bajito,Háblame Bajito,55,270693,FALSE,0.791,0.646,11,-4.598,1,0.117,0.135,1.33E-05,0.16,0.256,92.026,4,spanish
19598,Sturgill Simpson,Country Road Songs,Brace for Impact - Live a Little,0,349266,FALSE,0.616,0.706,0,-6.846,1,0.0233,0.00975,0.309,0.111,0.655,89.995,4,country
113170,Hillsong Worship;Brooke Ligertwood,King Of Kings (Live),King Of Kings - Live at Hillsong Conference,45,291565,FALSE,0.454,0.427,2,-8.049,1,0.029,0.0205,0,0.69,0.184,135.887,4,world-music
84904,The Beatles,With The Beatles (Remastered),You Really Got A Hold On Me - Remastered 2009,53,181346,FALSE,0.373,0.388,9,-9.31,1,0.0337,0.525,0,0.267,0.687,77.643,4,psych-rock
13975,Paul Johnson,"Best Of Moody Recordings, Vol. 1",Get Get Down - Original Mix,6,551999,FALSE,0.906,0.918,5,-8.041,0,0.0839,0.000146,0.845,0.116,0.51,126.953,4,chicago-house
64497,Dean Martin,pov: you have a holly jolly christmas,"Baby, It's Cold Outside - Remastered 2004",0,143026,FALSE,0.499,0.304,0,-11.543,1,0.0632,0.81,0,0.0546,0.521,129.321,4,jazz
62645,Norah Jones,Come Away With Me (Super Deluxe Edition),Turn Me On,69,154800,FALSE,0.429,0.18,10,-10.694,1,0.0551,0.864,4.40E-06,0.104,0.485,170.645,3,j-pop
7282,The Wailin' Jennys,Live at the Mauch Chunk Opera House,Deeper Well,28,319253,FALSE,0.537,0.524,3,-12.504,0,0.167,0.55,0.000106,0.683,0.728,105.784,4,bluegrass
33444,NX Zero,Norte,Meu Bem,40,189864,FALSE,0.711,0.521,10,-6.997,0,0.0312,0.0144,0,0.322,0.816,101.016,4,emo
51452,Yashraj;Dropped Out;Talwiinder,Dhundhala,Dhundhala,63,182400,FALSE,0.648,0.45,5,-9.57,0,0.167,0.134,7.31E-05,0.137,0.472,99.932,4,hip-hop
72403,Bad Omens,THE DEATH OF PEACE OF MIND,bad decisions,56,261346,FALSE,0.514,0.53,7,-7.743,0,0.0315,0.0908,0.0493,0.117,0.13,90.005,4,metalcore
95567,Puchi Colon,Waymaker (Español),Waymaker (Español),30,393750,FALSE,0.67,0.859,1,-4.447,0,0.0376,0.58,0.00117,0.063,0.681,168.021,4,salsa
37671,MC Vinny;Mc Lele JP;Mc Kako;MC Lemos;Dj GM;Oldilla,Angel,Angel,44,287999,FALSE,0.631,0.711,4,-3.611,0,0.268,0.5,0,0.0689,0.881,113.615,5,funk
54460,Ben Lukas Boysen,Gravity (Special Edition),Gravity,11,377590,FALSE,0.172,0.0701,8,-15.747,0,0.046,0.834,0.95,0.136,0.0505,119.596,4,idm
79403,Smyang Piano,One Summer's Day,One Summer's Day,50,168168,FALSE,0.686,0.228,0,-18.453,1,0.0494,0.97,0.937,0.0745,0.0968,139.934,4,piano
11260,Seal,Best 1991 - 2004,Crazy,65,356520,FALSE,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,4,british
87888,"Sergio Vega ""El Shaka""",Atraves de la Luna,Atraves de la Luna,41,213054,FALSE,0.599,0.352,2,-10.901,1,0.0715,0.644,0,0.0245,0.634,141.745,3,r-n-b
95151,Kevin Ceballo,Hoy Veré Su Gloria,Hoy Veré Su Gloria,35,274130,FALSE,0.363,0.833,0,-2.509,1,0.0528,0.395,0,0.0697,0.557,92.598,4,salsa
57317,When Chai Met Toast,Joy of Little Things,Firefly,50,218000,FALSE,0.533,0.828,11,-5.533,1,0.0353,0.161,0.00242,0.0588,0.391,79.947,4,indie
82619,XTC,Skylarking,Dying - Remastered 2001,24,151373,FALSE,0.631,0.274,9,-11.615,0,0.0306,0.45,5.49E-06,0.0775,0.607,157.732,4,power-pop
43558,CID,La La La,La La La,45,187791,FALSE,0.815,0.878,11,-3.45,0,0.043,0.00414,0.639,0.0567,0.791,126.015,4,groove
48108,Lloyd Banks;Juelz Santana,10s Hip-Hop Hits,"Beamer, Benz, Or Bentley",59,208386,TRUE,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89E-05,0.598,0.518,159.963,4,hardcore
95269,Jerry Rivera,Para Siempre (Forever),Navegándote,33,269093,FALSE,0.68,0.839,5,-4.235,0,0.0421,0.366,3.60E-06,0.0935,0.853,94.425,4,salsa
85426,GUFI,Historias De La Calle,Paul,40,226481,FALSE,0.366,0.961,2,-4.327,1,0.147,8.57E-05,0,0.0964,0.505,184.094,4,punk-rock
82421,Los Crudos,Discografía,Me Robaron,25,44117,FALSE,0.262,0.933,6,-6.545,1,0.0811,8.97E-05,0.835,0.505,0.844,205.497,4,power-pop
10062,CIRRUS,Back On A Mission,Back On A Mission,42,217760,FALSE,0.661,0.998,7,-3.746,1,0.116,0.0987,0.00851,0.828,0.254,105.044,4,breakbeat
98202,Roger Bart;Disney,Hercules (Original Motion Picture Soundtrack),Go the Distance,65,194160,FALSE,0.275,0.126,9,-17.077,1,0.033,0.879,0.000799,0.0791,0.21,88.626,4,show-tunes
58798,Front Line Assembly,Caustic Grip,Threshold,21,314400,FALSE,0.42,0.883,0,-10.344,1,0.066,0.0225,0.659,0.0836,0.435,200.891,4,industrial
8274,Royal Blood,Top of the Rock,Honeybrains,0,186847,FALSE,0.523,0.8,9,-5.243,1,0.101,0.00537,0,0.398,0.604,125.886,3,blues
59213,Winterise,The Plague 19,The Plague 19,0,221440,FALSE,0.464,0.939,4,-4.099,0,0.119,1.68E-05,0.0103,0.217,0.113,200.038,4,iranian
76257,Sol3 Mio;The Haines Strings Octet,Sol3 Mio (Bonus Track Version),Songbird,24,191853,FALSE,0.574,0.152,11,-15.127,1,0.0288,0.939,0.002,0.0853,0.294,107.714,4,opera
100108,Chancho En Piedra,Funkybarítico Hedónico Fantástico,Tren a la Luna,43,226445,FALSE,0.65,0.852,1,-7.348,0,0.0844,0.0163,0.0101,0.28,0.903,119.996,4,ska
66746,Mini Pop Kids,Mini Pop Kids 16,Better Now,7,211786,FALSE,0.704,0.49,2,-8.974,1,0.125,0.0386,0,0.11,0.296,145.167,4,kids
88403,Zion & Lennox,Motivando a la Yal,Yo Voy (feat. Daddy Yankee),84,232019,FALSE,0.808,0.697,10,-5.899,1,0.241,0.041,0,0.0546,0.554,95.06,4,reggae
77435,Elza Soares;Chico Buarque,Do Cóccix Até o Pescoço,Façamos (Vamos Amar),47,353346,FALSE,0.664,0.28,2,-7.606,0,0.0362,0.779,0,0.159,0.41,115.116,4,pagode
99449,Sturgill Simpson,Cozy Country,In Bloom,0,240640,FALSE,0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,singer-songwriter
82835,The Jayhawks,Sound Of Lies (Expanded Edition),It's Up To You,21,218346,FALSE,0.486,0.771,7,-8.951,1,0.0364,0.00148,0.129,0.402,0.741,117.696,4,power-pop
110028,Tiësto;Ava Max,Hit After Hit,The Motto,0,164818,FALSE,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,4,trance
98012,Hugh Jackman;Keala Settle;Zac Efron;Zendaya;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,72,302146,FALSE,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,show-tunes
86351,Chumbawamba,Tubthumper,Tubthumping,66,278778,FALSE,0.348,0.88,2,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,4,punk
1115,Romperayo,Romperayo,Alegria por un Zumo de Naranja Con Panela,30,213992,FALSE,0.6,0.65,5,-16.989,1,0.0412,0.000416,0.795,0.178,0.868,131.078,4,afrobeat
75871,Brian Crain,Inside the Melody,Kindred Spirits,19,185213,FALSE,0.388,0.112,9,-18.812,0,0.0338,0.952,0.909,0.0856,0.196,69.44,4,new-age
37093,Stevie Wonder,Happy Haunted Halloween Tunes,Superstition - Single Version,0,244826,FALSE,0.637,0.745,8,-8.607,1,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,funk
108073,Roberto Goyeneche,Roberto Goyeneche: Cantor de Mi Barrio,Bandoneon Arrabalero,28,164266,FALSE,0.387,0.475,2,-7.96,0,0.041,0.89,0.00485,0.168,0.642,120.686,4,tango
29652,Krewella,Ghost,Ghost,33,186965,TRUE,0.67,0.878,1,-3.208,0,0.054,0.00672,0.000359,0.305,0.498,95.041,4,dubstep
74053,UM44K;Luan Otten,Melhor pensar,Melhor pensar,48,205345,FALSE,0.665,0.431,8,-7.119,1,0.0306,0.416,0,0.174,0.698,149.935,4,mpb
78407,Max Weidner,Max From Bavaria,Max From Bavaria,29,185288,FALSE,0.515,0.916,6,-3.852,0,0.244,0.0281,0,0.424,0.8,135.117,4,party
21952,Sean Paul,Mad Love The Prequel,Jump On It,35,206003,FALSE,0.594,0.691,5,-4.825,0,0.538,0.0323,0,0.0634,0.784,90.857,4,dancehall
72216,The Plot In You,Swan Song,Face Me,52,208200,FALSE,0.556,0.902,3,-4.959,1,0.422,0.111,0.000196,0.143,0.299,148.221,4,metalcore
46668,Anime,Hardshock (Official Hardshock 2019 Anthem),Hardshock (Official Hardshock 2019 Anthem),18,224000,FALSE,0.355,0.99,7,-1.178,1,0.431,0.0385,0.166,0.346,0.0417,179.856,4,happy
45712,Tinariwen,Aman Iman: Water Is Life,Cler Achel,39,267533,FALSE,0.685,0.797,2,-5.372,1,0.0558,0.506,0.00923,0.069,0.926,98.614,4,guitar
46087,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Dit Is Mijn Leven,0,169200,FALSE,0.543,0.999,7,-0.918,1,0.18,0.0865,0.00042,0.368,0.0466,99.99,4,happy
